,x,y,z,ncbi_id,sample_name,full_name,vir_x,vir_y,vir_z,vir_ncbi_id,vir_sample_name,vir_full_name
191000,0.321700,-0.082532,-0.089870,NC_017638,NC_017638 sample_0,Escherichia coli,0.094249,-0.047976,-0.074345,NC_024379,NC_024379 sample_50,"Escherichia phage PE3-1, complete genome."
191001,0.226930,-0.145990,0.038535,NC_017638,NC_017638 sample_1,Escherichia coli,0.033810,-0.103460,-0.048272,NC_024379,NC_024379 sample_51,"Escherichia phage PE3-1, complete genome."
191002,0.330970,-0.003413,-0.057624,NC_017638,NC_017638 sample_2,Escherichia coli,0.162230,0.011968,-0.020122,NC_024379,NC_024379 sample_52,"Escherichia phage PE3-1, complete genome."
191003,0.200690,0.032475,-0.154520,NC_017638,NC_017638 sample_3,Escherichia coli,-0.005394,-0.115170,-0.150690,NC_024379,NC_024379 sample_53,"Escherichia phage PE3-1, complete genome."
191004,0.212530,-0.220160,-0.177680,NC_017638,NC_017638 sample_4,Escherichia coli,0.002504,-0.080284,-0.171070,NC_024379,NC_024379 sample_54,"Escherichia phage PE3-1, complete genome."
191005,0.172990,-0.181960,-0.232080,NC_017638,NC_017638 sample_5,Escherichia coli,0.066551,-0.146200,-0.117460,NC_024379,NC_024379 sample_55,"Escherichia phage PE3-1, complete genome."
191006,0.249260,-0.056875,-0.099560,NC_017638,NC_017638 sample_6,Escherichia coli,0.073460,-0.031391,-0.150460,NC_024379,NC_024379 sample_56,"Escherichia phage PE3-1, complete genome."
191007,0.139360,-0.156360,-0.168610,NC_017638,NC_017638 sample_7,Escherichia coli,0.021064,-0.100010,-0.167880,NC_024379,NC_024379 sample_57,"Escherichia phage PE3-1, complete genome."
191008,0.064636,-0.127370,-0.227890,NC_017638,NC_017638 sample_8,Escherichia coli,0.084498,-0.073184,-0.003585,NC_024379,NC_024379 sample_58,"Escherichia phage PE3-1, complete genome."
191009,0.292930,-0.271680,-0.133740,NC_017638,NC_017638 sample_9,Escherichia coli,0.100450,-0.080855,-0.164070,NC_024379,NC_024379 sample_59,"Escherichia phage PE3-1, complete genome."
191100,0.131600,-0.094565,-0.157040,NC_017641,NC_017641 sample_0,Escherichia coli,0.009408,-0.075363,-0.232590,NC_024379,NC_024379 sample_60,"Escherichia phage PE3-1, complete genome."
191101,0.339140,-0.071384,-0.002679,NC_017641,NC_017641 sample_1,Escherichia coli,0.150910,-0.163120,-0.118760,NC_024379,NC_024379 sample_61,"Escherichia phage PE3-1, complete genome."
191102,-0.106950,-0.047597,-0.221380,NC_017641,NC_017641 sample_2,Escherichia coli,0.117320,0.014840,-0.119710,NC_024379,NC_024379 sample_62,"Escherichia phage PE3-1, complete genome."
191103,0.244840,-0.068683,-0.056210,NC_017641,NC_017641 sample_3,Escherichia coli,0.067552,-0.072341,-0.040068,NC_024379,NC_024379 sample_63,"Escherichia phage PE3-1, complete genome."
191104,0.198030,-0.127060,-0.240400,NC_017641,NC_017641 sample_4,Escherichia coli,-0.004101,-0.134160,-0.126820,NC_024379,NC_024379 sample_64,"Escherichia phage PE3-1, complete genome."
191105,0.063541,-0.017128,-0.056038,NC_017641,NC_017641 sample_5,Escherichia coli,0.079495,-0.079873,-0.157510,NC_024379,NC_024379 sample_65,"Escherichia phage PE3-1, complete genome."
191106,0.065388,-0.175520,-0.240890,NC_017641,NC_017641 sample_6,Escherichia coli,-0.070017,-0.078900,-0.127400,NC_024379,NC_024379 sample_66,"Escherichia phage PE3-1, complete genome."
191107,0.402220,-0.019393,0.009803,NC_017641,NC_017641 sample_7,Escherichia coli,0.033034,-0.043332,-0.184590,NC_024379,NC_024379 sample_67,"Escherichia phage PE3-1, complete genome."
191108,0.236600,-0.198410,-0.108060,NC_017641,NC_017641 sample_8,Escherichia coli,0.061244,-0.014824,-0.170360,NC_024379,NC_024379 sample_68,"Escherichia phage PE3-1, complete genome."
191109,0.194680,-0.182240,-0.285920,NC_017641,NC_017641 sample_9,Escherichia coli,-0.093720,-0.135430,-0.154920,NC_024379,NC_024379 sample_69,"Escherichia phage PE3-1, complete genome."
191200,-0.020537,-0.100130,-0.233050,NC_017644,NC_017644 sample_0,Escherichia coli,0.072094,-0.062944,-0.106800,NC_024379,NC_024379 sample_70,"Escherichia phage PE3-1, complete genome."
191201,0.042352,-0.181870,-0.231590,NC_017644,NC_017644 sample_1,Escherichia coli,0.204950,-0.055785,-0.150150,NC_024379,NC_024379 sample_71,"Escherichia phage PE3-1, complete genome."
191202,0.243330,-0.120610,-0.016748,NC_017644,NC_017644 sample_2,Escherichia coli,0.015337,-0.131050,-0.003136,NC_024379,NC_024379 sample_72,"Escherichia phage PE3-1, complete genome."
191203,0.246310,-0.073598,-0.117340,NC_017644,NC_017644 sample_3,Escherichia coli,0.135490,-0.023562,-0.164860,NC_024379,NC_024379 sample_73,"Escherichia phage PE3-1, complete genome."
191204,0.239740,-0.156910,-0.138700,NC_017644,NC_017644 sample_4,Escherichia coli,0.156280,-0.080387,-0.156950,NC_024379,NC_024379 sample_74,"Escherichia phage PE3-1, complete genome."
191205,0.280350,-0.157320,0.006447,NC_017644,NC_017644 sample_5,Escherichia coli,0.123760,-0.091107,-0.161030,NC_024379,NC_024379 sample_75,"Escherichia phage PE3-1, complete genome."
191206,0.177270,-0.114540,-0.019108,NC_017644,NC_017644 sample_6,Escherichia coli,0.004897,-0.105490,-0.079389,NC_024379,NC_024379 sample_76,"Escherichia phage PE3-1, complete genome."
191207,0.112010,-0.117250,-0.167690,NC_017644,NC_017644 sample_7,Escherichia coli,0.044713,-0.259290,-0.104340,NC_024379,NC_024379 sample_77,"Escherichia phage PE3-1, complete genome."
191208,0.241890,-0.096836,-0.158540,NC_017644,NC_017644 sample_8,Escherichia coli,0.093727,-0.020598,-0.110180,NC_024379,NC_024379 sample_78,"Escherichia phage PE3-1, complete genome."
191209,0.188330,-0.216420,-0.178300,NC_017644,NC_017644 sample_9,Escherichia coli,0.113690,-0.092355,0.042781,NC_024379,NC_024379 sample_79,"Escherichia phage PE3-1, complete genome."
191300,0.273550,-0.144110,-0.163120,NC_017646,NC_017646 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
191301,-0.086512,-0.149460,-0.236790,NC_017646,NC_017646 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
191302,0.047031,-0.072048,-0.092257,NC_017646,NC_017646 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
191303,0.435340,0.057943,-0.038427,NC_017646,NC_017646 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
191304,0.096351,-0.160410,-0.176920,NC_017646,NC_017646 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
191305,0.226600,-0.081467,-0.236730,NC_017646,NC_017646 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
191306,0.352500,-0.036580,-0.028647,NC_017646,NC_017646 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
191307,0.274790,-0.143010,-0.192380,NC_017646,NC_017646 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
191308,0.236900,-0.178190,-0.234420,NC_017646,NC_017646 sample_8,Escherichia coli,0.225290,-0.083872,-0.112290,NC_024379,NC_024379 sample_88,"Escherichia phage PE3-1, complete genome."
191309,0.390980,-0.005378,-0.215900,NC_017646,NC_017646 sample_9,Escherichia coli,0.149340,-0.086673,0.007279,NC_024379,NC_024379 sample_89,"Escherichia phage PE3-1, complete genome."
191400,0.009814,-0.138690,-0.215800,NC_017651,NC_017651 sample_0,Escherichia coli,0.002224,-0.143140,-0.133940,NC_024379,NC_024379 sample_90,"Escherichia phage PE3-1, complete genome."
191401,0.219520,-0.200540,-0.164510,NC_017651,NC_017651 sample_1,Escherichia coli,0.013550,-0.060473,-0.052711,NC_024379,NC_024379 sample_91,"Escherichia phage PE3-1, complete genome."
191402,0.232210,-0.103060,-0.148560,NC_017651,NC_017651 sample_2,Escherichia coli,0.154180,-0.034696,-0.039187,NC_024379,NC_024379 sample_92,"Escherichia phage PE3-1, complete genome."
191403,0.146700,-0.223220,-0.245160,NC_017651,NC_017651 sample_3,Escherichia coli,-0.028137,-0.100060,-0.081450,NC_024379,NC_024379 sample_93,"Escherichia phage PE3-1, complete genome."
191404,0.290950,-0.139390,-0.054817,NC_017651,NC_017651 sample_4,Escherichia coli,0.147630,-0.083548,-0.040076,NC_024379,NC_024379 sample_94,"Escherichia phage PE3-1, complete genome."
191405,-0.120630,-0.066567,-0.235380,NC_017651,NC_017651 sample_5,Escherichia coli,0.127000,-0.053872,-0.090638,NC_024379,NC_024379 sample_95,"Escherichia phage PE3-1, complete genome."
191406,0.134000,-0.175950,-0.273480,NC_017651,NC_017651 sample_6,Escherichia coli,0.046023,-0.162550,-0.127630,NC_024379,NC_024379 sample_96,"Escherichia phage PE3-1, complete genome."
191407,0.093017,-0.136750,-0.209070,NC_017651,NC_017651 sample_7,Escherichia coli,0.195300,-0.063250,-0.062503,NC_024379,NC_024379 sample_97,"Escherichia phage PE3-1, complete genome."
191408,0.178900,-0.143360,-0.143770,NC_017651,NC_017651 sample_8,Escherichia coli,0.032705,-0.124120,-0.018499,NC_024379,NC_024379 sample_98,"Escherichia phage PE3-1, complete genome."
191409,0.110570,-0.219680,-0.160500,NC_017651,NC_017651 sample_9,Escherichia coli,0.126750,-0.098219,-0.027340,NC_024379,NC_024379 sample_99,"Escherichia phage PE3-1, complete genome."
191500,0.235670,-0.185190,-0.278560,NC_017652,NC_017652 sample_0,Escherichia coli,0.109300,-0.063529,-0.082088,NC_024379,NC_024379 sample_0,"Escherichia phage PE3-1, complete genome."
191501,0.168130,-0.138740,-0.162390,NC_017652,NC_017652 sample_1,Escherichia coli,0.187450,-0.042820,-0.112300,NC_024379,NC_024379 sample_1,"Escherichia phage PE3-1, complete genome."
191502,0.207930,-0.211650,-0.139700,NC_017652,NC_017652 sample_2,Escherichia coli,0.169610,-0.001253,-0.191560,NC_024379,NC_024379 sample_2,"Escherichia phage PE3-1, complete genome."
191503,0.108510,-0.132460,-0.236810,NC_017652,NC_017652 sample_3,Escherichia coli,0.037746,-0.080842,-0.081098,NC_024379,NC_024379 sample_3,"Escherichia phage PE3-1, complete genome."
191504,0.083497,-0.081834,-0.130940,NC_017652,NC_017652 sample_4,Escherichia coli,0.051405,-0.107190,-0.042500,NC_024379,NC_024379 sample_4,"Escherichia phage PE3-1, complete genome."
191505,0.223680,0.015865,-0.010946,NC_017652,NC_017652 sample_5,Escherichia coli,0.120010,-0.114360,-0.028844,NC_024379,NC_024379 sample_5,"Escherichia phage PE3-1, complete genome."
191506,0.249370,-0.083897,-0.101810,NC_017652,NC_017652 sample_6,Escherichia coli,-0.005814,-0.103330,-0.047162,NC_024379,NC_024379 sample_6,"Escherichia phage PE3-1, complete genome."
191507,0.069841,-0.194040,-0.108760,NC_017652,NC_017652 sample_7,Escherichia coli,0.077483,-0.142200,-0.141290,NC_024379,NC_024379 sample_7,"Escherichia phage PE3-1, complete genome."
191508,0.200790,-0.046484,-0.098617,NC_017652,NC_017652 sample_8,Escherichia coli,0.004679,-0.089172,-0.070087,NC_024379,NC_024379 sample_8,"Escherichia phage PE3-1, complete genome."
191509,-0.093069,-0.018522,-0.254080,NC_017652,NC_017652 sample_9,Escherichia coli,0.075941,-0.190460,-0.149640,NC_024379,NC_024379 sample_9,"Escherichia phage PE3-1, complete genome."
191600,0.276190,-0.109380,-0.067824,NC_017656,NC_017656 sample_0,Escherichia coli,0.112070,-0.106680,-0.214120,NC_024379,NC_024379 sample_10,"Escherichia phage PE3-1, complete genome."
191601,0.323490,-0.160410,-0.241440,NC_017656,NC_017656 sample_1,Escherichia coli,0.180130,-0.114500,-0.025250,NC_024379,NC_024379 sample_11,"Escherichia phage PE3-1, complete genome."
191602,0.200520,-0.210920,-0.010612,NC_017656,NC_017656 sample_2,Escherichia coli,0.106830,-0.055886,-0.087542,NC_024379,NC_024379 sample_12,"Escherichia phage PE3-1, complete genome."
191603,-0.066919,-0.075094,-0.339360,NC_017656,NC_017656 sample_3,Escherichia coli,0.150760,-0.221090,-0.164310,NC_024379,NC_024379 sample_13,"Escherichia phage PE3-1, complete genome."
191604,0.273940,-0.075387,-0.096178,NC_017656,NC_017656 sample_4,Escherichia coli,0.045148,-0.111510,0.011593,NC_024379,NC_024379 sample_14,"Escherichia phage PE3-1, complete genome."
191605,0.130160,-0.108510,-0.173850,NC_017656,NC_017656 sample_5,Escherichia coli,-0.083615,-0.139830,-0.247070,NC_024379,NC_024379 sample_15,"Escherichia phage PE3-1, complete genome."
191606,0.249600,-0.094919,-0.005931,NC_017656,NC_017656 sample_6,Escherichia coli,0.073403,0.052756,-0.094412,NC_024379,NC_024379 sample_16,"Escherichia phage PE3-1, complete genome."
191607,0.111940,-0.117870,-0.172060,NC_017656,NC_017656 sample_7,Escherichia coli,0.025271,-0.094013,-0.164740,NC_024379,NC_024379 sample_17,"Escherichia phage PE3-1, complete genome."
191608,0.368430,-0.131670,-0.046040,NC_017656,NC_017656 sample_8,Escherichia coli,0.119830,-0.089752,-0.148740,NC_024379,NC_024379 sample_18,"Escherichia phage PE3-1, complete genome."
191609,0.104350,-0.101730,-0.225270,NC_017656,NC_017656 sample_9,Escherichia coli,0.037717,-0.085195,-0.150390,NC_024379,NC_024379 sample_19,"Escherichia phage PE3-1, complete genome."
191700,0.094082,-0.058960,-0.120360,NC_017660,NC_017660 sample_0,Escherichia coli,0.069714,-0.022914,-0.062611,NC_024379,NC_024379 sample_20,"Escherichia phage PE3-1, complete genome."
191701,0.303440,-0.127730,-0.063551,NC_017660,NC_017660 sample_1,Escherichia coli,-0.065287,-0.090886,-0.076317,NC_024379,NC_024379 sample_21,"Escherichia phage PE3-1, complete genome."
191702,0.132510,-0.083580,-0.308270,NC_017660,NC_017660 sample_2,Escherichia coli,0.154260,-0.089229,-0.169260,NC_024379,NC_024379 sample_22,"Escherichia phage PE3-1, complete genome."
191703,0.235930,-0.034050,0.015168,NC_017660,NC_017660 sample_3,Escherichia coli,0.017009,0.003801,-0.102280,NC_024379,NC_024379 sample_23,"Escherichia phage PE3-1, complete genome."
191704,0.272390,-0.154630,-0.120950,NC_017660,NC_017660 sample_4,Escherichia coli,0.152680,-0.132350,-0.146900,NC_024379,NC_024379 sample_24,"Escherichia phage PE3-1, complete genome."
191705,0.141480,-0.160800,-0.192770,NC_017660,NC_017660 sample_5,Escherichia coli,0.053373,-0.121370,-0.075896,NC_024379,NC_024379 sample_25,"Escherichia phage PE3-1, complete genome."
191706,0.236780,-0.206690,-0.059529,NC_017660,NC_017660 sample_6,Escherichia coli,0.210280,-0.075369,-0.132800,NC_024379,NC_024379 sample_26,"Escherichia phage PE3-1, complete genome."
191707,0.075336,-0.087507,-0.307460,NC_017660,NC_017660 sample_7,Escherichia coli,0.223740,-0.091819,-0.009477,NC_024379,NC_024379 sample_27,"Escherichia phage PE3-1, complete genome."
191708,0.380470,-0.012006,-0.145130,NC_017660,NC_017660 sample_8,Escherichia coli,-0.026479,-0.067272,-0.123160,NC_024379,NC_024379 sample_28,"Escherichia phage PE3-1, complete genome."
191709,0.328860,-0.248520,-0.038579,NC_017660,NC_017660 sample_9,Escherichia coli,0.060215,-0.201490,-0.107970,NC_024379,NC_024379 sample_29,"Escherichia phage PE3-1, complete genome."
191800,0.055866,-0.179190,-0.303080,NC_017663,NC_017663 sample_0,Escherichia coli,0.148460,-0.049607,0.009223,NC_024379,NC_024379 sample_30,"Escherichia phage PE3-1, complete genome."
191801,-0.020393,-0.110490,-0.223010,NC_017663,NC_017663 sample_1,Escherichia coli,0.097908,-0.160460,-0.180630,NC_024379,NC_024379 sample_31,"Escherichia phage PE3-1, complete genome."
191802,-0.027479,-0.078554,-0.317040,NC_017663,NC_017663 sample_2,Escherichia coli,0.054562,-0.057745,-0.086646,NC_024379,NC_024379 sample_32,"Escherichia phage PE3-1, complete genome."
191803,0.119570,-0.135880,-0.281920,NC_017663,NC_017663 sample_3,Escherichia coli,0.138640,-0.016266,-0.013496,NC_024379,NC_024379 sample_33,"Escherichia phage PE3-1, complete genome."
191804,0.072128,-0.152590,-0.264510,NC_017663,NC_017663 sample_4,Escherichia coli,0.175350,-0.079818,-0.016634,NC_024379,NC_024379 sample_34,"Escherichia phage PE3-1, complete genome."
191805,0.278630,-0.133950,-0.121910,NC_017663,NC_017663 sample_5,Escherichia coli,0.135810,-0.218980,-0.004904,NC_024379,NC_024379 sample_35,"Escherichia phage PE3-1, complete genome."
191806,0.128960,-0.192090,-0.124670,NC_017663,NC_017663 sample_6,Escherichia coli,-0.035938,-0.023468,-0.130260,NC_024379,NC_024379 sample_36,"Escherichia phage PE3-1, complete genome."
191807,0.249840,-0.147500,-0.120840,NC_017663,NC_017663 sample_7,Escherichia coli,0.147180,-0.064466,-0.063816,NC_024379,NC_024379 sample_37,"Escherichia phage PE3-1, complete genome."
191808,0.330760,-0.048134,-0.133440,NC_017663,NC_017663 sample_8,Escherichia coli,0.022831,-0.146580,-0.142940,NC_024379,NC_024379 sample_38,"Escherichia phage PE3-1, complete genome."
191809,0.215790,-0.144220,-0.201320,NC_017663,NC_017663 sample_9,Escherichia coli,0.099983,-0.048325,-0.043404,NC_024379,NC_024379 sample_39,"Escherichia phage PE3-1, complete genome."
191900,0.284760,-0.151030,-0.261840,NC_017664,NC_017664 sample_0,Escherichia coli,0.022249,-0.179860,-0.188510,NC_024379,NC_024379 sample_40,"Escherichia phage PE3-1, complete genome."
191901,0.231620,-0.084987,0.132470,NC_017664,NC_017664 sample_1,Escherichia coli,0.251980,-0.139370,-0.029588,NC_024379,NC_024379 sample_41,"Escherichia phage PE3-1, complete genome."
191902,0.317700,-0.107310,-0.058089,NC_017664,NC_017664 sample_2,Escherichia coli,0.004109,-0.132290,-0.008755,NC_024379,NC_024379 sample_42,"Escherichia phage PE3-1, complete genome."
191903,0.200330,-0.069416,-0.091614,NC_017664,NC_017664 sample_3,Escherichia coli,0.120150,-0.060884,-0.088845,NC_024379,NC_024379 sample_43,"Escherichia phage PE3-1, complete genome."
191904,0.156950,-0.074566,-0.090712,NC_017664,NC_017664 sample_4,Escherichia coli,0.108560,-0.161290,0.049026,NC_024379,NC_024379 sample_44,"Escherichia phage PE3-1, complete genome."
191905,0.363470,0.015493,-0.020289,NC_017664,NC_017664 sample_5,Escherichia coli,0.187550,-0.127520,0.014076,NC_024379,NC_024379 sample_45,"Escherichia phage PE3-1, complete genome."
191906,0.157500,-0.132700,-0.201520,NC_017664,NC_017664 sample_6,Escherichia coli,0.153100,-0.098418,-0.120300,NC_024379,NC_024379 sample_46,"Escherichia phage PE3-1, complete genome."
191907,0.011562,-0.175020,-0.203100,NC_017664,NC_017664 sample_7,Escherichia coli,0.206230,-0.131990,-0.152600,NC_024379,NC_024379 sample_47,"Escherichia phage PE3-1, complete genome."
191908,-0.067383,-0.037543,-0.283040,NC_017664,NC_017664 sample_8,Escherichia coli,0.087157,-0.049569,-0.057845,NC_024379,NC_024379 sample_48,"Escherichia phage PE3-1, complete genome."
191909,0.221510,-0.155290,-0.084012,NC_017664,NC_017664 sample_9,Escherichia coli,0.027112,-0.026688,-0.155650,NC_024379,NC_024379 sample_49,"Escherichia phage PE3-1, complete genome."
196100,0.150730,-0.181560,-0.235510,NC_017906,NC_017906 sample_0,Escherichia coli,0.094249,-0.047976,-0.074345,NC_024379,NC_024379 sample_50,"Escherichia phage PE3-1, complete genome."
196101,0.134590,-0.136880,-0.179790,NC_017906,NC_017906 sample_1,Escherichia coli,0.033810,-0.103460,-0.048272,NC_024379,NC_024379 sample_51,"Escherichia phage PE3-1, complete genome."
196102,0.240930,-0.169040,-0.225690,NC_017906,NC_017906 sample_2,Escherichia coli,0.162230,0.011968,-0.020122,NC_024379,NC_024379 sample_52,"Escherichia phage PE3-1, complete genome."
196103,0.363050,-0.056934,-0.075896,NC_017906,NC_017906 sample_3,Escherichia coli,-0.005394,-0.115170,-0.150690,NC_024379,NC_024379 sample_53,"Escherichia phage PE3-1, complete genome."
196104,0.064286,-0.119520,-0.227050,NC_017906,NC_017906 sample_4,Escherichia coli,0.002504,-0.080284,-0.171070,NC_024379,NC_024379 sample_54,"Escherichia phage PE3-1, complete genome."
196105,0.315050,-0.056359,-0.034371,NC_017906,NC_017906 sample_5,Escherichia coli,0.066551,-0.146200,-0.117460,NC_024379,NC_024379 sample_55,"Escherichia phage PE3-1, complete genome."
196106,0.252610,-0.228190,0.015730,NC_017906,NC_017906 sample_6,Escherichia coli,0.073460,-0.031391,-0.150460,NC_024379,NC_024379 sample_56,"Escherichia phage PE3-1, complete genome."
196107,0.098049,-0.189750,-0.265280,NC_017906,NC_017906 sample_7,Escherichia coli,0.021064,-0.100010,-0.167880,NC_024379,NC_024379 sample_57,"Escherichia phage PE3-1, complete genome."
196108,0.171190,-0.109240,-0.039498,NC_017906,NC_017906 sample_8,Escherichia coli,0.084498,-0.073184,-0.003585,NC_024379,NC_024379 sample_58,"Escherichia phage PE3-1, complete genome."
196109,0.042076,-0.112700,-0.144230,NC_017906,NC_017906 sample_9,Escherichia coli,0.100450,-0.080855,-0.164070,NC_024379,NC_024379 sample_59,"Escherichia phage PE3-1, complete genome."
200900,0.333590,-0.099230,0.288880,NC_018080,NC_018080 sample_0,Pseudomonas aeruginosa,0.294130,-0.003470,-0.015437,NC_024381,NC_024381 sample_60,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200901,0.458540,-0.162520,0.445400,NC_018080,NC_018080 sample_1,Pseudomonas aeruginosa,0.388250,-0.000262,-0.075796,NC_024381,NC_024381 sample_61,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200902,0.566280,-0.169410,0.385020,NC_018080,NC_018080 sample_2,Pseudomonas aeruginosa,0.213970,-0.054207,-0.038781,NC_024381,NC_024381 sample_62,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200903,0.427810,-0.079316,0.300610,NC_018080,NC_018080 sample_3,Pseudomonas aeruginosa,0.212730,-0.015223,-0.243890,NC_024381,NC_024381 sample_63,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200904,0.483650,0.144720,0.319200,NC_018080,NC_018080 sample_4,Pseudomonas aeruginosa,0.132950,-0.134000,-0.001129,NC_024381,NC_024381 sample_64,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200905,0.269280,-0.053531,0.157650,NC_018080,NC_018080 sample_5,Pseudomonas aeruginosa,0.080438,-0.294010,-0.161520,NC_024381,NC_024381 sample_65,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200906,0.099474,-0.232930,0.068274,NC_018080,NC_018080 sample_6,Pseudomonas aeruginosa,0.310260,-0.037396,0.040349,NC_024381,NC_024381 sample_66,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200907,0.496620,-0.039634,0.181830,NC_018080,NC_018080 sample_7,Pseudomonas aeruginosa,0.344450,0.008170,-0.015638,NC_024381,NC_024381 sample_67,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200908,0.375910,-0.142280,0.231830,NC_018080,NC_018080 sample_8,Pseudomonas aeruginosa,0.244400,-0.093818,-0.283760,NC_024381,NC_024381 sample_68,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
200909,0.290950,-0.193610,0.297750,NC_018080,NC_018080 sample_9,Pseudomonas aeruginosa,0.242500,-0.148760,-0.130160,NC_024381,NC_024381 sample_69,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
206200,-0.045143,-0.089848,-0.179320,NC_018520,NC_018520 sample_0,Bacillus subtilis,-0.039555,-0.091526,-0.197610,NC_022771,NC_022771 sample_70,"Bacillus phage Grass, complete genome."
206201,-0.003875,-0.146370,-0.266610,NC_018520,NC_018520 sample_1,Bacillus subtilis,-0.004819,-0.174380,-0.072062,NC_022771,NC_022771 sample_71,"Bacillus phage Grass, complete genome."
206202,-0.090556,-0.216570,-0.005596,NC_018520,NC_018520 sample_2,Bacillus subtilis,-0.114940,-0.110150,-0.157690,NC_022771,NC_022771 sample_72,"Bacillus phage Grass, complete genome."
206203,0.117090,-0.063098,0.016578,NC_018520,NC_018520 sample_3,Bacillus subtilis,0.019297,-0.096231,-0.110410,NC_022771,NC_022771 sample_73,"Bacillus phage Grass, complete genome."
206204,0.016167,-0.186850,-0.139660,NC_018520,NC_018520 sample_4,Bacillus subtilis,0.039908,-0.111620,-0.067342,NC_022771,NC_022771 sample_74,"Bacillus phage Grass, complete genome."
206205,-0.116630,-0.078540,-0.311240,NC_018520,NC_018520 sample_5,Bacillus subtilis,-0.012475,-0.127080,-0.135640,NC_022771,NC_022771 sample_75,"Bacillus phage Grass, complete genome."
206206,0.167110,-0.160160,-0.187910,NC_018520,NC_018520 sample_6,Bacillus subtilis,-0.082450,-0.185230,-0.125480,NC_022771,NC_022771 sample_76,"Bacillus phage Grass, complete genome."
206207,0.112800,-0.181510,-0.136800,NC_018520,NC_018520 sample_7,Bacillus subtilis,0.119000,-0.087189,-0.178240,NC_022771,NC_022771 sample_77,"Bacillus phage Grass, complete genome."
206208,-0.017414,-0.095778,-0.147320,NC_018520,NC_018520 sample_8,Bacillus subtilis,0.003313,-0.094521,-0.260200,NC_022771,NC_022771 sample_78,"Bacillus phage Grass, complete genome."
206209,0.156550,-0.213010,-0.273520,NC_018520,NC_018520 sample_9,Bacillus subtilis,-0.017114,-0.099716,-0.140940,NC_022771,NC_022771 sample_79,"Bacillus phage Grass, complete genome."
211200,-0.187080,-0.067488,-0.248740,NC_018650,NC_018650 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
211201,0.192930,-0.088154,-0.095588,NC_018650,NC_018650 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
211202,0.170970,-0.196490,-0.155430,NC_018650,NC_018650 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
211203,0.230960,-0.196180,-0.282760,NC_018650,NC_018650 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
211204,0.244110,-0.118770,-0.007308,NC_018650,NC_018650 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
211205,0.256200,-0.132510,-0.201900,NC_018650,NC_018650 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
211206,0.235710,-0.017514,-0.155080,NC_018650,NC_018650 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
211207,0.187150,-0.057747,0.004556,NC_018650,NC_018650 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
